sku,Description,price
BNGF1000p.CE0-e,Barracuda CloudGen Firewall Pool F1000.CE0 Energize Updates Subscription 1 Month,2100.00
BNGF1000p.CE0-fi,Barracuda CloudGen Firewall Pool F1000.CE0 Insights Subscription 1 Month,760.00
BNGF1000p.CE0-m,Barracuda CloudGen Firewall Pool F1000.CE0 Malware Protection Subscription 1 Month,1600.00
BNGF1000p.CE0-p,Barracuda CloudGen Firewall Pool F1000.CE0 Premium Support Subscription 1 Month,2600.00
BNGF1000p.CE0-vp,Barracuda CloudGen Firewall Pool F1000.CE0 Advanced Remote Access Subscription 1 Month,2100.00
BNGF1000p.CE2,Barracuda CloudGen Firewall Pool F1000.CE2 Account,0.00
BNGF1000p.CE2-a,Barracuda CloudGen Firewall Pool F1000.CE2 Advanced Threat Protection Subscription 1 Month,2800.00
BNGF1000p.CE2-e,Barracuda CloudGen Firewall Pool F1000.CE2 Energize Updates Subscription 1 Month,2600.00
BNGF1000p.CE2-fi,Barracuda CloudGen Firewall Pool F1000.CE2 Insights Subscription 1 Month,920.00
BNGF1000p.CE2-m,Barracuda CloudGen Firewall Pool F1000.CE2 Malware Protection Subscription 1 Month,1900.00
BNGF1000p.CE2-p,Barracuda CloudGen Firewall Pool F1000.CE2 Premium Support Subscription 1 Month,3000.00
BNGF1000p.CE2-vp,Barracuda CloudGen Firewall Pool F1000.CE2 Advanced Remote Access Subscription 1 Month,2600.00
BNGF1000p.CFE,Barracuda CloudGen Firewall Pool F1000.CFE Account,0.00
BNGF1000p.CFE-a,Barracuda CloudGen Firewall Pool F1000.CFE Advanced Threat Protection Subscription 1 Month,2800.00
BNGF1000p.CFE-e,Barracuda CloudGen Firewall Pool F1000.CFE Energize Updates Subscription 1 Month,2600.00
BNGF1000p.CFE-fi,Barracuda CloudGen Firewall Pool F1000.CFE Insights Subscription 1 Month,920.00
BNGF1000p.CFE-m,Barracuda CloudGen Firewall Pool F1000.CFE Malware Protection Subscription 1 Month,1900.00
BNGF1000p.CFE-p,Barracuda CloudGen Firewall Pool F1000.CFE Premium Support Subscription 1 Month,3000.00
BNGF1000p.CFE-vp,Barracuda CloudGen Firewall Pool F1000.CFE Advanced Remote Access Subscription 1 Month,2600.00
BNGF1000p.CFEQ,Barracuda CloudGen Firewall Pool F1000.CFEQ Account,0.00
BNGF1000p.CFEQ-a,Barracuda CloudGen Firewall Pool F1000.CFEQ Advanced Threat Protection Subscription 1 Month,2800.00
BNGF1000p.CFEQ-e,Barracuda CloudGen Firewall Pool F1000.CFEQ Energize Updates Subscription 1 Month,2600.00
BNGF1000p.CFEQ-fi,Barracuda CloudGen Firewall Appliance Pool F1000.CFEQ Pool Firewall Insights Subscription 1 Month,950.00
BNGF1000p.CFEQ-m,Barracuda CloudGen Firewall Pool F1000.CFEQ Malware Protection Subscription 1 Month,2000.00
BNGF1000p.CFEQ-p,Barracuda CloudGen Firewall Pool F1000.CFEQ Premium Support Subscription 1 Month,3000.00
BNGF1000p.CFEQ-vp,Barracuda CloudGen Firewall Pool F1000.CFEQ Advanced Remote Access Subscription 1 Month,2600.00
BNGF1000pu.CE0,Barracuda CloudGen Firewall Pool F1000.CE0 Base License Capacity,44400.00
BNGF1000pu.CE2,Barracuda CloudGen Firewall Pool F1000.CE2 Base License Capacity,54000.00
BNGF1000pu.CFE,Barracuda CloudGen Firewall Pool F1000.CFE Base License Capacity,54000.00
BNGF1000pu.CFEQ,Barracuda CloudGen Firewall Pool F1000.CFEQ Base License Capacity,55000.00
BNGF12a,Barracuda CloudGen Firewall Appliance F12,940.00
BNGF12a-a,Barracuda CloudGen Firewall Appliance F12 Advanced Threat Protection Subscription 1 Month,15.50
BNGF12a-c,Barracuda CloudGen Firewall Appliance F12 Cold Spare,658.00
BNGF12a-d,Barracuda CloudGen Firewall Appliance F12 Demo,0.00
BNGF12a-dc,Barracuda CloudGen Firewall Appliance F12 Demo Conversion,940.00
BNGF12a-e,Barracuda CloudGen Firewall Appliance F12 Energize Updates Subscription 1 Month,14.00
BNGF12a-fi,Barracuda CloudGen Firewall Appliance F12 Insights Subscription 1 Month,5.50
BNGF12a-h,Barracuda CloudGen Firewall Appliance F12 Instant Replacement Subscription 1 Month,14.00
BNGF12a-hwo,Barracuda CloudGen Firewall Appliance F12 Hardware Only (Pool),658.00
BNGF12a-p,Barracuda CloudGen Firewall Appliance F12 Premium Support Subscription 1 Month,17.60
BNGF12a-we,Barracuda CloudGen Firewall Appliance F12 Warranty Extension Subscription 1 Month,8.20
BNGF12p,Barracuda CloudGen Firewall Pool F12 Account,0.00
BNGF12p-a,Barracuda CloudGen Firewall Pool F12 Advanced Threat Protection Subscription 1 Month,15.50
BNGF12p-e,Barracuda CloudGen Firewall Pool F12 Energize Updates Subscription 1 Month,14.00
BNGF12p-fi,Barracuda CloudGen Firewall Pool F12 Insights Subscription 1 Month,5.50
BNGF12p-p,Barracuda CloudGen Firewall Pool F12 Premium Support Subscription 1 Month,17.60
BNGF12pu,Barracuda CloudGen Firewall Pool F12 Base License Capacity,340.00
BNGF180a-a,Barracuda CloudGen Firewall Appliance F180 Advanced Threat Protection Subscription 1 Month,53.00
BNGF180a-e,Barracuda CloudGen Firewall Appliance F180 Energize Updates Subscription 1 Month,53.00
BNGF180a-fi,Barracuda CloudGen Firewall Appliance F180 Insights Subscription 1 Month,18.10
BNGF180a-h,Barracuda CloudGen Firewall Appliance F180 Instant Replacement Subscription 1 Month,53.00
BNGF180a-m,Barracuda CloudGen Firewall Appliance F180 Malware Protection Subscription 1 Month,39.00
BNGF180a-p,Barracuda CloudGen Firewall Appliance F180 Premium Support Subscription 1 Month,59.00
BNGF180a-vp,Barracuda CloudGen Firewall Appliance F180 Advanced Remote Access Subscription 1 Month,53.00
BNGF180a-we,Barracuda CloudGen Firewall Appliance F180 Warranty Extension Subscription 1 Month,25.70
BNGF180B,Barracuda CloudGen Firewall Appliance F180,3200.00
BNGF180B-c,Barracuda CloudGen Firewall Appliance F180 Cold Spare,2240.00
BNGF180B-d,Barracuda CloudGen Firewall Appliance F180 Demo,0.00
BNGF180B-dc,Barracuda CloudGen Firewall Appliance F180 Demo Conversion,3200.00
BNGF180B-hwo,Barracuda CloudGen Firewall Appliance F180 Hardware Only (Pool),2240.00
BNGF180B.PA013,Barracuda External Power Supply Adapter for CloudGen Firewall F180B,58.00
BNGF180B.RK020,Barracuda L-Shape Rack Mount Kit for CloudGen Firewall F180B,59.00
BNGF180p,Barracuda CloudGen Firewall Pool F180 Account,0.00
BNGF180p-a,Barracuda CloudGen Firewall Pool F180 Advanced Threat Protection Subscription 1 Month,53.00
BNGF180p-e,Barracuda CloudGen Firewall Pool F180 Energize Updates Subscription 1 Month,53.00
BNGF180p-fi,Barracuda CloudGen Firewall Pool F180 Insights Subscription 1 Month,18.10
BNGF180p-m,Barracuda CloudGen Firewall Pool F180 Malware Protection Subscription 1 Month,39.00
BNGF180p-p,Barracuda CloudGen Firewall Pool F180 Premium Support Subscription 1 Month,59.00
BNGF180p-vp,Barracuda CloudGen Firewall Pool F180 Advanced Remote Access Subscription 1 Month,53.00
BNGF180pu,Barracuda CloudGen Firewall Pool F180 Base License Capacity,1200.00
BNGF183a-a,Barracuda CloudGen Firewall Appliance F183 Advanced Threat Protection Subscription 1 Month,54.00
BNGF183a-e,Barracuda CloudGen Firewall Appliance F183 Energize Updates Subscription 1 Month,54.00
BNGF183a-fi,Barracuda CloudGen Firewall Appliance F183 Insights Subscription 1 Month,18.50
BNGF183a-h,Barracuda CloudGen Firewall Appliance F183 Instant Replacement Subscription 1 Month,54.00
BNGF183a-m,Barracuda CloudGen Firewall Appliance F183 Malware Protection Subscription 1 Month,40.00
BNGF183a-p,Barracuda CloudGen Firewall Appliance F183 Premium Support Subscription 1 Month,60.00
BNGF183a-vp,Barracuda CloudGen Firewall Appliance F183 Advanced Remote Access Subscription 1 Month,54.00
BNGF183a-we,Barracuda CloudGen Firewall Appliance F183 Warranty Extension Subscription 1 Month,26.30
BNGF183p,Barracuda CloudGen Firewall Pool F183 Account,0.00
BNGF183p-a,Barracuda CloudGen Firewall Pool F183 Advanced Threat Protection Subscription 1 Month,54.00
BNGF183p-e,Barracuda CloudGen Firewall Pool F183 Energize Updates Subscription 1 Month,54.00
BNGF183p-fi,Barracuda CloudGen Firewall Pool F183 Insights Subscription 1 Month,18.50
BNGF183p-m,Barracuda CloudGen Firewall Pool F183 Malware Protection Subscription 1 Month,40.00
BNGF183p-p,Barracuda CloudGen Firewall Pool F183 Premium Support Subscription 1 Month,60.00
BNGF183p-vp,Barracuda CloudGen Firewall Pool F183 Advanced Remote Access Subscription 1 Month,54.00
BNGF183pu,Barracuda CloudGen Firewall Pool F183 Base License Capacity,1300.00
BNGF183Ra-a,Barracuda CloudGen Firewall Appliance F183 Rugged Advanced Threat Protection Subscription 1 Month,67.00
BNGF183Ra-e,Barracuda CloudGen Firewall Appliance F183 Rugged Energize Updates Subscription 1 Month,60.00
BNGF183Ra-fi,Barracuda CloudGen Firewall Appliance F183 Rugged Insights Subscription 1 Month,22.30
BNGF183Ra-h,Barracuda CloudGen Firewall Appliance F183 Rugged Instant Replacement Subscription 1 Month,60.00
BNGF183Ra-m,Barracuda CloudGen Firewall Appliance F183 Rugged Malware Protection Subscription 1 Month,48.00
BNGF183Ra-p,Barracuda CloudGen Firewall Appliance F183 Rugged Premium Support Subscription 1 Month,74.00
BNGF183Ra-vp,Barracuda CloudGen Firewall Appliance F183 Rugged Advanced Remote Access Subscription 1 Month,60.00
BNGF183Ra-we,Barracuda CloudGen Firewall Appliance F183 Rugged Warranty Extension Subscription 1 Month,32.00
BNGF183Rp,Barracuda CloudGen Firewall Pool F183 Rugged Account,0.00
BNGF183Rp-a,Barracuda CloudGen Firewall Pool F183 Rugged Advanced Threat Protection Subscription 1 Month,67.00
BNGF183Rp-e,Barracuda CloudGen Firewall Pool F183 Rugged Energize Updates Subscription 1 Month,60.00
BNGF183Rp-fi,Barracuda CloudGen Firewall Pool F183 Rugged Insights Subscription 1 Month,22.30
BNGF183Rp-m,Barracuda CloudGen Firewall Pool F183 Rugged Malware Protection Subscription 1 Month,48.00
BNGF183Rp-p,Barracuda CloudGen Firewall Pool F183 Rugged Premium Support Subscription 1 Month,74.00
BNGF183Rp-vp,Barracuda CloudGen Firewall Pool F183 Rugged Advanced Remote Access Subscription 1 Month,60.00
BNGF183Rpu,Barracuda CloudGen Firewall Pool F183 Rugged Base License Capacity,1500.00
BNGF18a-a,Barracuda CloudGen Firewall Appliance F18 Advanced Threat Protection Subscription 1 Month,19.80
BNGF18a-e,Barracuda CloudGen Firewall Appliance F18 Energize Updates Subscription 1 Month,17.20
BNGF18a-fi,Barracuda CloudGen Firewall Appliance F18 Insights Subscription 1 Month,6.60
BNGF18a-h,Barracuda CloudGen Firewall Appliance F18 Instant Replacement Subscription 1 Month,17.20
BNGF18a-m,Barracuda CloudGen Firewall Appliance F18 Malware Protection Subscription 1 Month,13.20
BNGF18a-p,Barracuda CloudGen Firewall Appliance F18 Premium Support Subscription 1 Month,19.80
BNGF18a-vp,Barracuda CloudGen Firewall Appliance F18 Advanced Remote Access Subscription 1 Month,17.20
BNGF18a-we,Barracuda CloudGen Firewall Appliance F18 Warranty Extension Subscription 1 Month,9.40
BNGF18b,Barracuda CloudGen Firewall Appliance F18B,1150.00
BNGF18b-c,Barracuda CloudGen Firewall Appliance F18B Cold Spare,805.00
BNGF18b-d,Barracuda CloudGen Firewall Appliance F18B Demo,0.00
BNGF18b-dc,Barracuda CloudGen Firewall Appliance F18B Demo Conversion,1150.00
BNGF18b-hwo,Barracuda CloudGen Firewall Appliance F18B Hardware Only (Pool),805.00
BNGF18p,Barracuda CloudGen Firewall Pool F18 Account,0.00
BNGF18p-a,Barracuda CloudGen Firewall Pool F18 Advanced Threat Protection Subscription 1 Month,19.80
BNGF18p-e,Barracuda CloudGen Firewall Pool F18 Energize Updates Subscription 1 Month,17.20
BNGF18p-fi,Barracuda CloudGen Firewall Pool F18 Insights Subscription 1 Month,6.60
BNGF18p-m,Barracuda CloudGen Firewall Pool F18 Malware Protection Subscription 1 Month,13.20
BNGF18p-p,Barracuda CloudGen Firewall Pool F18 Premium Support Subscription 1 Month,19.80
BNGF18p-vp,Barracuda CloudGen Firewall Pool F18 Advanced Remote Access Subscription 1 Month,17.20
BNGF18pu,Barracuda CloudGen Firewall Pool F18 Base License Capacity,390.00
BNGF193A.PA009,Barracuda External Power Supply Adapter for CloudGen Firewall model F193A (60W 24V 2.5A),150.00
BNGF193a.R,Barracuda CloudGen Firewall Appliance F193 Rugged,4000.00
BNGF193a.R-a,Barracuda CloudGen Firewall Appliance F193 Rugged Advanced Threat Protection Subscription 1 Month,66.00
BNGF193a.R-c,Barracuda CloudGen Firewall Appliance F193 Rugged Cold Spare,2800.00
BNGF193a.R-d,Barracuda CloudGen Firewall Appliance F193 Rugged Demo,0.00
BNGF193a.R-dc,Barracuda CloudGen Firewall Appliance F193 Rugged Demo Conversion,4000.00
BNGF193a.R-e,Barracuda CloudGen Firewall Appliance F193 Rugged Energize Updates Subscription 1 Month,59.00
BNGF193a.R-fi,Barracuda CloudGen Firewall Appliance F193 Rugged Firewall Insights Subscription 1 Month,24.20
BNGF193a.R-h,Barracuda CloudGen Firewall Appliance F193 Rugged Instant Replacement Subscription 1 Month,59.00
BNGF193a.R-hwo,Barracuda CloudGen Firewall Appliance F193 Rugged Hardware Only (Pool),2800.00
BNGF193a.R-m,Barracuda CloudGen Firewall Appliance F193 Rugged Malware Protection Subscription 1 Month,47.00
BNGF193a.R-p,Barracuda CloudGen Firewall Appliance F193 Rugged Premium Support Subscription 1 Month,72.00
BNGF193a.R-vp,Barracuda CloudGen Firewall Appliance F193 Rugged Advanced Remote Access Subscription 1 Month,59.00
BNGF193a.R-we,Barracuda CloudGen Firewall Appliance F193 Rugged Warranty Extension Subscription 1 Month,33.00
BNGF193p,Barracuda CloudGen Firewall Pool F193 Rugged Account,0.00
BNGF193p-a,Barracuda CloudGen Firewall Pool F193 Rugged Advanced Threat Protection Subscription 1 Month,66.00
BNGF193p-e,Barracuda CloudGen Firewall Pool F193 Rugged Energize Updates Subscription 1 Month,59.00
BNGF193p-fi,Barracuda CloudGen Firewall Pool F193 Rugged Firewall Insights Subscription 1 Month,24.20
BNGF193p-m,Barracuda CloudGen Firewall Pool F193 Rugged Malware Protection Subscription 1 Month,47.00
BNGF193p-p,Barracuda CloudGen Firewall Pool F193 Rugged Premium Support Subscription 1 Month,72.00
BNGF193p-vp,Barracuda CloudGen Firewall Pool F193 Rugged Advanced Remote Access Subscription 1 Month,59.00
BNGF193pu,Barracuda CloudGen Firewall Pool F193 Rugged Base License Capacity,1400.00
BNGF280a-a,Barracuda CloudGen Firewall Appliance F280 Advanced Threat Protection Subscription 1 Month,72.00
BNGF280a-e,Barracuda CloudGen Firewall Appliance F280 Energize Updates Subscription 1 Month,65.00
BNGF280a-fi,Barracuda CloudGen Firewall Appliance F280 Insights Subscription 1 Month,24.30
BNGF280a-h,Barracuda CloudGen Firewall Appliance F280 Instant Replacement Subscription 1 Month,65.00
BNGF280a-m,Barracuda CloudGen Firewall Appliance F280 Malware Protection Subscription 1 Month,53.00
BNGF280a-p,Barracuda CloudGen Firewall Appliance F280 Premium Support Subscription 1 Month,78.00
BNGF280a-vp,Barracuda CloudGen Firewall Appliance F280 Advanced Remote Access Subscription 1 Month,65.00
BNGF280a-we,Barracuda CloudGen Firewall Appliance F280 Warranty Extension Subscription 1 Month,36.00
BNGF280C,Barracuda CloudGen Firewall Appliance F280C,4400.00
BNGF280C-c,Barracuda CloudGen Firewall Appliance F280C Cold Spare,3080.00
BNGF280C-d,Barracuda CloudGen Firewall Appliance F280C Demo,0.00
BNGF280C-dc,Barracuda CloudGen Firewall Appliance F280C Demo Conversion,4400.00
BNGF280C-hwo,Barracuda CloudGen Firewall Appliance F280C Hardware Only (Pool),3080.00
BNGF280C.PA013,Barracuda External Power Supply Adapter for CloudGen Firewall F280C,58.00
BNGF280C.RK020,Barracuda L-Shape Rack Mount Kit for CloudGen Firewall F280C,59.00
BNGF280p,Barracuda CloudGen Firewall Pool F280 Account,0.00
BNGF280p-a,Barracuda CloudGen Firewall Pool F280 Advanced Threat Protection Subscription 1 Month,72.00
BNGF280p-e,Barracuda CloudGen Firewall Pool F280 Energize Updates Subscription 1 Month,65.00
BNGF280p-fi,Barracuda CloudGen Firewall Pool F280 Insights Subscription 1 Month,24.30
BNGF280p-m,Barracuda CloudGen Firewall Pool F280 Malware Protection Subscription 1 Month,53.00
BNGF280p-p,Barracuda CloudGen Firewall Pool F280 Premium Support Subscription 1 Month,78.00
BNGF280p-vp,Barracuda CloudGen Firewall Pool F280 Advanced Remote Access Subscription 1 Month,65.00
BNGF280pu,Barracuda CloudGen Firewall Pool F280 Base License Capacity,1600.00
BNGF380a-a,Barracuda CloudGen Firewall Appliance F380 Advanced Threat Protection Subscription 1 Month,91.00
BNGF380a-e,Barracuda CloudGen Firewall Appliance F380 Energize Updates Subscription 1 Month,77.00
BNGF380a-fi,Barracuda CloudGen Firewall Appliance F380 Insights Subscription 1 Month,32.00
BNGF380a-h,Barracuda CloudGen Firewall Appliance F380 Instant Replacement Subscription 1 Month,77.00
BNGF380a-m,Barracuda CloudGen Firewall Appliance F380 Malware Protection Subscription 1 Month,65.00
BNGF380a-p,Barracuda CloudGen Firewall Appliance F380 Premium Support Subscription 1 Month,96.00
BNGF380a-vp,Barracuda CloudGen Firewall Appliance F380 Advanced Remote Access Subscription 1 Month,77.00
BNGF380a-we,Barracuda CloudGen Firewall Appliance F380 Warranty Extension Subscription 1 Month,47.00
BNGF380B,Barracuda CloudGen Firewall Appliance F380,5500.00
BNGF380B-c,Barracuda CloudGen Firewall Appliance F380 Cold Spare,3850.00
BNGF380B-d,Barracuda CloudGen Firewall Appliance F380 Demo,0.00
BNGF380B-dc,Barracuda CloudGen Firewall Appliance F380 Demo Conversion,5500.00
BNGF380B-hwo,Barracuda CloudGen Firewall Appliance F380 Hardware Only (Pool),3850.00
BNGF380B.RK017,Barracuda Rackmount Rails for F380B,760.00
BNGF380p,Barracuda CloudGen Firewall Pool F380 Account,0.00
BNGF380p-a,Barracuda CloudGen Firewall Pool F380 Advanced Threat Protection Subscription 1 Month,91.00
BNGF380p-e,Barracuda CloudGen Firewall Pool F380 Energize Updates Subscription 1 Month,77.00
BNGF380p-fi,Barracuda CloudGen Firewall Pool F380 Insights Subscription 1 Month,32.00
BNGF380p-m,Barracuda CloudGen Firewall Pool F380 Malware Protection Subscription 1 Month,65.00
BNGF380p-p,Barracuda CloudGen Firewall Pool F380 Premium Support Subscription 1 Month,96.00
BNGF380p-vp,Barracuda CloudGen Firewall Pool F380 Advanced Remote Access Subscription 1 Month,77.00
BNGF380pu,Barracuda CloudGen Firewall Pool F380 Base License Capacity,2000.00
BNGF400a-a,Barracuda CloudGen Firewall Appliance F400 Advanced Threat Protection Subscription 1 Month,160.00
BNGF400a-e,Barracuda CloudGen Firewall Appliance F400 Energize Updates Subscription 1 Month,150.00
BNGF400a-fi,Barracuda CloudGen Firewall Appliance F400 Insights Subscription 1 Month,53.00
BNGF400a-h,Barracuda CloudGen Firewall Appliance F400 Instant Replacement Subscription 1 Month,150.00
BNGF400a-m,Barracuda CloudGen Firewall Appliance F400 Malware Protection Subscription 1 Month,110.00
BNGF400a-p,Barracuda CloudGen Firewall Appliance F400 Premium Support Subscription 1 Month,170.00
BNGF400a-vp,Barracuda CloudGen Firewall Appliance F400 Advanced Remote Access Subscription 1 Month,150.00
BNGF400a-we,Barracuda CloudGen Firewall Appliance F400 Warranty Extension Subscription 1 Month,75.00
BNGF400a.F20-a,Barracuda CloudGen Firewall Appliance F400.F20 Advanced Threat Protection Subscription 1 Month,230.00
BNGF400a.F20-e,Barracuda CloudGen Firewall Appliance F400.F20 Energize Updates Subscription 1 Month,200.00
BNGF400a.F20-fi,Barracuda CloudGen Firewall Appliance F400.F20 Insights Subscription 1 Month,75.00
BNGF400a.F20-h,Barracuda CloudGen Firewall Appliance F400.F20 Instant Replacement Subscription 1 Month,200.00
BNGF400a.F20-m,Barracuda CloudGen Firewall Appliance F400.F20 Malware Protection Subscription 1 Month,160.00
BNGF400a.F20-p,Barracuda CloudGen Firewall Appliance F400.F20 Premium Support Subscription 1 Month,260.00
BNGF400a.F20-vp,Barracuda CloudGen Firewall Appliance F400.F20 Advanced Remote Access Subscription 1 Month,200.00
BNGF400a.F20-we,Barracuda CloudGen Firewall Appliance F400.F20 Warranty Extension Subscription 1 Month,110.00
BNGF400C,Barracuda CloudGen Firewall Appliance F400,9100.00
BNGF400C-c,Barracuda CloudGen Firewall Appliance F400 Cold Spare,6370.00
BNGF400C-d,Barracuda CloudGen Firewall Appliance F400 Demo,0.00
BNGF400C-dc,Barracuda CloudGen Firewall Appliance F400 Demo Conversion,9100.00
BNGF400C-hwo,Barracuda CloudGen Firewall Appliance F400 Hardware Only (Pool),6370.00
BNGF400C.F20,Barracuda CloudGen Firewall Appliance F400 Model F20,12800.00
BNGF400C.F20-c,Barracuda CloudGen Firewall Appliance F400 Model F20 Cold Spare,8960.00
BNGF400C.F20-d,Barracuda CloudGen Firewall Appliance F400 Model F20 Demo,0.00
BNGF400C.F20-dc,Barracuda CloudGen Firewall Appliance F400 Model F20 Demo Conversion,12800.00
BNGF400C.F20-hwo,Barracuda CloudGen Firewall Appliance F400 Model F20 Hardware Only (Pool),8960.00
BNGF400C.PS022,Barracuda Spare Power Supply Module for F400C with Redundant Power Supply Unit,1900.00
BNGF400C.RK017,Barracuda Rackmount Rails for F400C,760.00
BNGF400p,Barracuda CloudGen Firewall Pool F400 Account,0.00
BNGF400p-a,Barracuda CloudGen Firewall Pool F400 Advanced Threat Protection Subscription 1 Month,160.00
BNGF400p-e,Barracuda CloudGen Firewall Pool F400 Energize Updates Subscription 1 Month,150.00
BNGF400p-fi,Barracuda CloudGen Firewall Pool F400 Insights Subscription 1 Month,53.00
BNGF400p-m,Barracuda CloudGen Firewall Pool F400 Malware Protection Subscription 1 Month,110.00
BNGF400p-p,Barracuda CloudGen Firewall Pool F400 Premium Support Subscription 1 Month,170.00
BNGF400p-vp,Barracuda CloudGen Firewall Pool F400 Advanced Remote Access Subscription 1 Month,150.00
BNGF400p.F20,Barracuda CloudGen Firewall Pool F400.F20 Account,0.00
BNGF400p.F20-a,Barracuda CloudGen Firewall Pool F400.F20 Advanced Threat Protection Subscription 1 Month,230.00
BNGF400p.F20-e,Barracuda CloudGen Firewall Pool F400.F20 Energize Updates Subscription 1 Month,200.00
BNGF400p.F20-fi,Barracuda CloudGen Firewall Pool F400.F20 Insights Subscription 1 Month,75.00
BNGF400p.F20-m,Barracuda CloudGen Firewall Pool F400.F20 Malware Protection Subscription 1 Month,160.00
BNGF400p.F20-p,Barracuda CloudGen Firewall Pool F400.F20 Premium Support Subscription 1 Month,260.00
BNGF400p.F20-vp,Barracuda CloudGen Firewall Pool F400.F20 Advanced Remote Access Subscription 1 Month,200.00
BNGF400pu,Barracuda CloudGen Firewall Pool F400 Base License Capacity,3200.00
BNGF400pu.F20,Barracuda CloudGen Firewall Pool F400.F20 Base License Capacity,4700.00
BNGF600a.C10-a,Barracuda CloudGen Firewall Appliance F600.C10 Advanced Threat Protection Subscription 1 Month,270.00
BNGF600a.C10-e,Barracuda CloudGen Firewall Appliance F600.C10 Energize Updates Subscription 1 Month,230.00
BNGF600a.C10-fi,Barracuda CloudGen Firewall Appliance F600.C10 Insights Subscription 1 Month,84.00
BNGF600a.C10-h,Barracuda CloudGen Firewall Appliance F600.C10 Instant Replacement Subscription 1 Month,230.00
BNGF600a.C10-m,Barracuda CloudGen Firewall Appliance F600.C10 Malware Protection Subscription 1 Month,170.00
BNGF600a.C10-p,Barracuda CloudGen Firewall Appliance F600.C10 Premium Support Subscription 1 Month,290.00
BNGF600a.C10-vp,Barracuda CloudGen Firewall Appliance F600.C10 Advanced Remote Access Subscription 1 Month,230.00
BNGF600a.C10-we,Barracuda CloudGen Firewall Appliance F600.C10 Warranty Extension Subscription 1 Month,130.00
BNGF600a.C20-a,Barracuda CloudGen Firewall Appliance F600.C20 Advanced Threat Protection Subscription 1 Month,310.00
BNGF600a.C20-e,Barracuda CloudGen Firewall Appliance F600.C20 Energize Updates Subscription 1 Month,290.00
BNGF600a.C20-fi,Barracuda CloudGen Firewall Appliance F600.C20 Insights Subscription 1 Month,110.00
BNGF600a.C20-h,Barracuda CloudGen Firewall Appliance F600.C20 Instant Replacement Subscription 1 Month,290.00
BNGF600a.C20-m,Barracuda CloudGen Firewall Appliance F600.C20 Malware Protection Subscription 1 Month,210.00
BNGF600a.C20-p,Barracuda CloudGen Firewall Appliance F600.C20 Premium Support Subscription 1 Month,330.00
BNGF600a.C20-vp,Barracuda CloudGen Firewall Appliance F600.C20 Advanced Remote Access Subscription 1 Month,290.00
BNGF600a.C20-we,Barracuda CloudGen Firewall Appliance F600.C20 Warranty Extension Subscription 1 Month,160.00
BNGF600a.E20-a,Barracuda CloudGen Firewall Appliance F600.E20 Advanced Threat Protection Subscription 1 Month,410.00
BNGF600a.E20-e,Barracuda CloudGen Firewall Appliance F600.E20 Energize Updates Subscription 1 Month,380.00
BNGF600a.E20-fi,Barracuda CloudGen Firewall Appliance F600.E20 Insights Subscription 1 Month,150.00
BNGF600a.E20-h,Barracuda CloudGen Firewall Appliance F600.E20 Instant Replacement Subscription 1 Month,380.00
BNGF600a.E20-m,Barracuda CloudGen Firewall Appliance F600.E20 Malware Protection Subscription 1 Month,290.00
BNGF600a.E20-p,Barracuda CloudGen Firewall Appliance F600.E20 Premium Support Subscription 1 Month,450.00
BNGF600a.E20-vp,Barracuda CloudGen Firewall Appliance F600.E20 Advanced Remote Access Subscription 1 Month,380.00
BNGF600a.E20-we,Barracuda CloudGen Firewall Appliance F600.E20 Warranty Extension Subscription 1 Month,210.00
BNGF600a.F10-a,Barracuda CloudGen Firewall Appliance F600.F10 Advanced Threat Protection Subscription 1 Month,290.00
BNGF600a.F10-e,Barracuda CloudGen Firewall Appliance F600.F10 Energize Updates Subscription 1 Month,270.00
BNGF600a.F10-fi,Barracuda CloudGen Firewall Appliance F600.F10 Insights Subscription 1 Month,94.00
BNGF600a.F10-h,Barracuda CloudGen Firewall Appliance F600.F10 Instant Replacement Subscription 1 Month,270.00
BNGF600a.F10-m,Barracuda CloudGen Firewall Appliance F600.F10 Malware Protection Subscription 1 Month,190.00
BNGF600a.F10-p,Barracuda CloudGen Firewall Appliance F600.F10 Premium Support Subscription 1 Month,310.00
BNGF600a.F10-vp,Barracuda CloudGen Firewall Appliance F600.F10 Advanced Remote Access Subscription 1 Month,270.00
BNGF600a.F10-we,Barracuda CloudGen Firewall Appliance F600.F10 Warranty Extension Subscription 1 Month,150.00
BNGF600a.F20-a,Barracuda CloudGen Firewall Appliance F600.F20 Advanced Threat Protection Subscription 1 Month,330.00
BNGF600a.F20-e,Barracuda CloudGen Firewall Appliance F600.F20 Energize Updates Subscription 1 Month,310.00
BNGF600a.F20-fi,Barracuda CloudGen Firewall Appliance F600.F20 Insights Subscription 1 Month,120.00
BNGF600a.F20-h,Barracuda CloudGen Firewall Appliance F600.F20 Instant Replacement Subscription 1 Month,310.00
BNGF600a.F20-m,Barracuda CloudGen Firewall Appliance F600.F20 Malware Protection Subscription 1 Month,230.00
BNGF600a.F20-p,Barracuda CloudGen Firewall Appliance F600.F20 Premium Support Subscription 1 Month,360.00
BNGF600a.F20-vp,Barracuda CloudGen Firewall Appliance F600.F20 Advanced Remote Access Subscription 1 Month,310.00
BNGF600a.F20-we,Barracuda CloudGen Firewall Appliance F600.F20 Warranty Extension Subscription 1 Month,170.00
